Distributeur,tconst,Année_de_Sortie,Genre,Réalisateur_id,Réalisateur,Acteur_Id,Acteur,Actrice_Id,Actrice,Id_film,original_language,Titre,Synopsis,Popularité,Affiche_de_Film,Pays,Revenues,Durée,Langues,Note,Nombre_de_Vote,Catégorie
Jour2Fête,tt15170560,2022.0,"Comedy,Drama",nm2418217,Gilles Perret,nm1731624|nm2771436|nm2028613|nm1563330|nm0161503,"Pierre Deladonchamps,Grégory Montel,Finnegan Oldfield,Vincent Deniard,Samuel Churin",nm3270435|nm0218884|nm0968797,"Laetitia Dosch,Marie Denarnaud,Sophie Cattani",960570,fr,Reprise en main,"Cédric works in a company specialized in precision mechanics. Its management, run by an investment fund, is disastrous. As another fund is about to buy it again, Cédric decides to take the company over, giving it to the employees.",2.381,/bZeRg32LNuAmNUwNE5vLID20Ec2.jpg,['FR'],0,106,['fr'],6.6,20,Art et Essai
CARLOTTA FILMS,tt0059646,1965.0,"Drama,Horror,Thriller",nm0000591,Roman Polanski,nm0376915|nm0292159|nm0943859|nm0898376|nm0299412,"Ian Hendry,John Fraser,Patrick Wymark,James Villiers,Hugh Futcher",nm0000366|nm0299014|nm0396881|nm0853293|nm0292136,"Catherine Deneuve,Yvonne Furneaux,Renee Houston,Valerie Taylor,Helen Fraser",11481,en,Repulsion,"Beautiful young manicurist Carole suffers from androphobia (the pathological fear of interaction with men). When her sister and roommate, Helen, leaves their London flat to go on an Italian holiday with her married boyfriend, Carole withdraws into her apartment. She begins to experience frightful hallucinations, her fear gradually mutating into madness.",9.789,/dtyCKEPLqv9wxyVazL4b843vtUb.jpg,['GB'],0,105,['en'],7.471,848,Art et Essai
OCEAN FILMS,tt0454931,2006.0,"Drama,Horror",nm0772691,Hans-Christian Schmid,nm0458460|nm1912660|nm0367855|nm0772767|nm0644308,"Burghart Klaußner,Nicholas Reinke,Jens Harzer,Walter Schmidinger,Johann Adam Oest",nm1197689|nm0463130|nm1298285|nm1912787|nm0474005,"Sandra Hüller,Imogen Kogge,Anna Blomeier,Friederike Adolph,Irene Kugler",523,de,Requiem,"Michaela, an epileptic, enrolls in college to study education. She goes off her medication and soon begins hearing voices and seeing apparitions that tell her to avoid religious objects, although she is devoutly Roman Catholic. One priest scoffs at the idea that Michaela could be possessed by demons, but a younger pastor arranges an exorcism for the young woman.",6.66,/m42xNNYk3Nxs3xmucuKjl4zSjMc.jpg,['DE'],0,92,['de'],6.652,79,Art et Essai
GEMINI FILMS,tt0123240,1998.0,Drama,nm0849609,Alain Tanner,nm0292015|nm0735070|nm0683823|nm0134611|nm0553770,"Francis Frappat,Carlos Rodrigues,Paulo Pina,Canto e Castro,Daniel Martinho",nm0239155|nm0106895,"Zita Duarte,Márcia Breia",114157,fr,Requiem,"What is the nature of life? What is the nature of art? How can art influence our lives? These are the questions of this movie. The main character, a man who lives both in the world of dreams and reality, searches his past, in order to understand its meaning. He has meetings with the ghosts of his dead friend, his dead lover, his dead father and Pessoa, the great portuguese writer. These four encounters give him clues about what he is looking for. Beside that, he finds himself in front of art, discovering how it modifies our comprehension of life. It's based in one of Tabucci's (the italian writer)books: ""Requiem"". This few lines cannot resume the greatness of this movie. The last thing I can say is: If you like art, I recommend you to see it. If you ever wonder about the nature of dreams, or you live in dreams half of the time, I think you'll feel like this movie was made for you.",0.94,/v0Hhs3ho1LMNeBJxjmKn4MZS7u.jpg,[],0,104,"['fr', 'pt']",7.4,9,Art et Essai
ACACIAS,tt0180093,2000.0,Drama,nm0004716,Darren Aronofsky,nm0001467|nm0005541|nm0001520,"Jared Leto,Marlon Wayans,Christopher McDonald",nm0000995|nm0000124|nm0489837|nm0476040|nm0765423,"Ellen Burstyn,Jennifer Connelly,Louise Lasser,Marcia Jean Kurtz,Janet Sarno",641,en,Requiem for a Dream,The hopes and dreams of four ambitious people are shattered when their drug addictions begin spiraling out of control. A look into addiction and how it overcomes the mind and body.,14.092,/nOd6vjEmzCT0k4VYqsA2hwyi87C.jpg,['US'],7390108,102,['en'],8.034,8852,Art et Essai
CINE-SORBONNE,tt0105236,1992.0,"Crime,Thriller",nm0000233,Quentin Tarantino,nm0000172|nm0000172|nm0000619|nm0000619|nm0000514,"Harvey Keitel,Harvey Keitel,Tim Roth,Tim Roth,Michael Madsen",UNKNOWN,UNKNOWN,500,en,Reservoir Dogs,"A botched robbery indicates a police informant, and the pressure mounts in the aftermath at a warehouse. Crime begets violence as the survivors -- veteran Mr. White, newcomer Mr. Orange, psychopathic parolee Mr. Blonde, bickering weasel Mr. Pink and Nice Guy Eddie -- unravel.",31.714,/n8O9WOAL1DVOMEQJpYatNqpNauK.jpg,['US'],2859750,99,['en'],8.14,12908,Art et Essai
Capricci Films / Les Bookmakers,tt11568878,2020.0,Drama,nm5813830,Merawi Gerima,nm10414454|nm11255724|nm11838393|nm11838397|nm11838391,"Obinna Nwachukwu,Dennis Lindsey,Derron Scott,Jamal Graham,JaCari Dye",nm11255725|nm5680729|nm0014664,"Taline Stewart,Melody A. Tally,Shirikiana Aina",666271,en,Residue,"A young filmmaker returns home after many years away, to write a script about his childhood, only to find his neighborhood unrecognizable and his childhood friends scattered to the wind.",3.592,/2UNSTNshwvGJWryqapiLfCkgGhR.jpg,['US'],0,90,['en'],5.1,17,Art et Essai
ACTION,tt0081413,1976.0,"Documentary,Drama",nm0573427,Ken McMullen,nm0109866|nm2184408|nm2175954|nm2175873|nm2184382,"Stuart Brisley,Marc Chaimowicz,Ian Kellgren,Arnold Linken,Leslie Pitt",nm2176820|nm0724526,"Anna Kolpy,Elizabeth Richardson",335471,en,Resistance,"This bold film invites sustained, deep engagement as it works through a steady stream of ideas around the theme of resistance, both in its political and psychological manifestations. Artists Stuart Brisley and Marc Camille Chaimovicz assume the roles of historical figures from the French Resistance, and eventually reach breaking point as theatrical limits are met and breached.",0.6,/AiEu0L8niS0MjuajpYZFH5pDxmz.jpg,[],0,90,[],0.0,0,Art et Essai
Les Films des deux rives,tt6874614,2017.0,Documentary,nm4569052,Fatima Sissani,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,582029,fr,Résistantes,"Your untangled hair hides a 7 year war. Cross-look of three women engaged alongside the FLN on colonization and the Algerian war of independence. They will know the clandestine, the prison, the torture, the psychiatric hospital. It is at the twilight of their lives that they choose to testify, after decades of silence. With clarity and modesty, they tell the story of colonial Algeria, segregation, racism, anti-Semitism, prison, torture, solidarity, freedom and also the nature that invigorates, soothing landscapes, music and poetry that allow the breakaway .",0.6,/m0h0VeNrvU8EhYht2h1iLC07HgJ.jpg,"['DZ', 'FR', 'CH']",0,74,['fr'],0.0,0,Art et Essai
GAUMONT,tt3365778,2014.0,Drama,nm0491259,Mélanie Laurent,nm1366568|nm4552893|nm5494868,"Radivoje Bukvic,Thomas Solivérès,Louka Meliava",nm1754147|nm3650704|nm0141140|nm0445102|nm3646923,"Joséphine Japy,Lou de Laâge,Isabelle Carré,Claire Keim,Roxane Duran",270400,fr,Respire,"Charlie, a 17-year-old girl tortured by doubt, is thrilled when she becomes friends with Sarah, but when Sarah tires of Charlie and looks for a new friend, their relationship takes an ominous turn.",8.565,/2gqQxJBn7Fe9J1nvfDK7cGJx9x0.jpg,['FR'],0,91,['fr'],7.063,431,Art et Essai
WILD BUNCH Distribution,tt0286516,2002.0,Drama,nm0187740,Emanuele Crialese,nm0024188|nm1197165|nm1196061|nm0314554|nm0545684,"Vincenzo Amato,Francesco Casisa,Filippo Pucillo,Elio Germano,Avy Marciano",nm0000420|nm1194218|nm0517405,"Valeria Golino,Veronica D'Agostino,Muzzi Loffredo",12544,it,Respiro,"Grazia is a free-spirited mother-of-three married to shy fisherman Pietro and living on the idyllic but isolated island of Lampedusa in the Mediterranean Sea. She shows signs of manic depressive behavior — one moment she's laughing wildly and swimming half-naked in the sea, while the next she's curled in a ball on her bed. Out of her earshot, the adult members of her extended family vaguely discuss sending her to a facility of some sort in Northern Italy.",5.568,/9a8mn4jtNYGwfpq5del1KQDUds9.jpg,"['FR', 'IT']",0,95,['it'],6.637,91,Art et Essai
HAUT ET COURT,tt0220726,1999.0,"Comedy,Drama",nm0134559,Laurent Cantet,nm0504267|nm0885186|nm0066793|nm0519506|nm0845357,"Jalil Lespert,Jean-Claude Vallod,Michel Begnez,Lucien Longueville,Pascal Sémard",nm0058224|nm0210815|nm0617582|nm0100323,"Chantal Barré,Véronique de Pandelaère,Danielle Mélador,Françoise Boutigny",46831,fr,Ressources humaines,"Set in Limoges, the movie tells the story of ""good son"" Franck (Jalil Lespert), who returns to his hometown to do a trainee managerial internship in the Human Resources department of the factory where his anxious, taciturn father has worked for 23 years.",3.041,/j8wvmV7tz0vl2Uymn4CZmsimjpQ.jpg,"['FR', 'GB']",0,100,['fr'],6.677,48,Art et Essai
FILMS DU LOSANGE,tt5231812,2016.0,"Comedy,Drama",nm0347492,Alain Guiraudie,nm4044784|nm6261003|nm0099346|nm8143293|nm5648861,"Damien Bonnard,Raphaël Thiéry,Christian Bouillette,Basile Meilleurat,Sébastien Novac",nm4280460|nm2662182,"India Hair,Laure Calamy",380622,fr,Rester vertical,"Screenwriter Leo is searching for the wolf in the south of France. During a scouting excursion he is seduced by Marie, a free-spirited and dynamic shepherdess. Nine months later she gives birth to their child. Suffering from post-natal depression and with no faith in Leo, who comes and goes without warning, Marie abandons both of them. Leo finds himself alone, with a baby to care for.",5.954,/3Q0iRB26y60JVW6HpbOru1BnH4h.jpg,['FR'],0,98,['fr'],5.3,66,Art et Essai
Pyramide,tt7525910,2017.0,Drama,nm3607318,Saïd Hamich,nm3119593|nm7560535|nm4343910|nm11073102|nm1517502,"Anas El Baz,Saïd Benchnafa,Salah Abdelhak,Achraff Benhoumane,Alain Dion",nm4836560|nm7846823|nm6353617|nm8533008,"Bénédicte-Lala Ernoult,Kate Colebrook,Jamila Charik,Lania Menioui",483489,fr,Retour à Bollène,"Nassim, in his early thirties, lives in Abu Dhabi with his American fiancée, Elisabeth. After several years of absence, he returns with her to Bollene, a town in the South of France where he grew up. But Nassim must face his past: a dead city now governed by the far right party, a complex relationship with his family, and a father, he no longer speaks to.",0.89,/6GcrMunEAmWZlPIY0sJs62OGPf0.jpg,"['MA', 'FR']",0,67,"['ar', 'en', 'fr']",5.75,10,Art et Essai
HEVADIS FILMS,tt0798733,2007.0,"Documentary,Music",nm1548265,Pierre-Yves Borgeaud,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,228234,en,Retour à Gorée,"Because jazz is the miraculous product of the horror of slavery, Youssou N'Dour returned to the slave route and the music they created, in search of new inspiration. Accompanied by the blind Swiss pianist Moncef Genoud and the Director of the Gorée House of Slaves Museum, Joseph N'Diaye, the Senegalese singer wrote new songs during this initiatory voyage which took him to the USA then to Europe. At Gorée, an island just off the Senegalese coast and symbol of the slave trade, his memorable concert marked the end of this quest and the start of a new challenge: making today's generation aware of the tragedy of slavery, the importance of not forgetting and the need for reconciliation.",0.875,/sxWUP8ejWPNAdUzFsJN3pBUaVet.jpg,"['LU', 'CH']",0,110,"['en', 'fr']",9.0,1,Art et Essai
HAUT ET COURT,tt3480158,2014.0,Drama,nm0134559,Laurent Cantet,nm0675751|nm0423031|nm7216916|nm6232998|nm6832718,"Jorge Perugorría,Néstor Jiménez,Fernando Hechavarria,Pedro Julio Díaz Ferran,Rone Luis Reinoso",nm0764118|nm2169999|nm6832719,"Isabel Santos,Carmen Solar,Andrea Doimeadiós",284290,fr,Retour à Ithaque,Sun is setting on Havana. Five friends are gathered to celebrate the return of Amadeo after 16 years of exile in Madrid.,2.156,/3JStoacwavAFOiFAB9fGzNevuwi.jpg,['FR'],0,95,['es'],6.3,25,Art et Essai
PROCIDIS,tt0079797,1979.0,"Crime,Drama,Romance",nm0010544,Jean-François Adam,nm0244850|nm0004486|nm0728406|nm0010544|nm0769487,"Jacques Dutronc,Bruno Ganz,Christian Rist,Jean-François Adam,Rodolphe Schacher",nm0001376|nm0078349|nm1002957|nm0342742,"Isabelle Huppert,Aline Bertrand,Axelle Bernard,Irina Grjebina",65702,fr,Retour à la bien-aimée,"Julien seeks to reconquer Jeanne, his ex-wife, of whom he is separated and who lives with another man. He is prepared to go far to make it happen.",1.516,/j5pGx3CYVixO5hdiHxu9uy3xAoT.jpg,['FR'],0,98,['fr'],6.188,8,Art et Essai
Les Films du Losange,tt19719836,2022.0,Drama,nm1976187,Davy Chou,nm1059108|nm13580099|nm5339596|nm0209629|nm13580100,"Oh Gwang-Rok,Guka Han,Yoann Zimmer,Louis-Do de Lencquesaing,Hur Ouk-Sook",nm13973657|nm6728658|nm1065461,"Park Ji-min,Kim Sun-young,Heo Jin",952701,fr,Retour à Séoul,"On an impulse to reconnect with her origins, Freddie, 25, returns to South Korea for the first time, where she was born, before being adopted and raised in France. The headstrong young woman starts looking for her biological parents in a country she knows so little about, taking her life in new and unexpected directions.",24.737,/x0bOXCGMxHc4RHeeZQFFLIM6fZJ.jpg,"['BE', 'KH', 'FR', 'DE', 'RO', 'KR']",1594998,119,"['en', 'fr', 'ko']",5.99,52,Art et Essai
FILMS DU LOSANGE,tt0487485,2007.0,Documentary,nm0679928,Nicolas Philibert,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,11150,en,Retour en Normandie,A filmmaker returns to Normandy thirty years after a working on a movie based on a local homicide and tries to find the actors who worked on the project.,1.4,/lg0BNv4IWGwxopgKbG3DC1Dkxl0.jpg,['FR'],0,113,['fr'],5.0,4,Art et Essai
SHELLAC,tt2279245,2012.0,"Comedy,Drama",nm2254779,Benoît Forgeard,nm0503689|nm0503689|nm0503689|nm2306276|nm2254779,"Darius,Darius,Darius,Sylvain Dieuaide,Benoît Forgeard",nm1193736|nm0974687|nm2841463|nm1914578,"Alka Balbir,Bettina Kee,Anne-Laure Morin,Anne Steffens",346781,fr,Réussir sa vie,"Three stories: ""Naked Run"", ""Belle Ile en Mer"" and ""Anti-Virus"". Three adventures of young people of different sexes, desperate to change their lives, form pieces of a mysterious puzzle in Benoit Forgeard's hypnotic and ethereal debut.",1.393,/kxCr6RO6l73s32VC66cJH01JjbE.jpg,['FR'],0,84,['fr'],3.8,6,Art et Essai
MK2 DIFFUSION,tt1173745,2008.0,"Crime,Drama,Romance",nm0818608,Götz Spielmann,nm0471406|nm0527278|nm0857032|nm0702541|nm1399222,"Johannes Krisch,Andreas Lust,Johannes Thanheiser,Hanno Pöschl,Toni Slama",nm2245192|nm1306697|nm1001235|nm3336147|nm3335396,"Irina Potapenko,Ursula Strauss,Magdalena Kropiunig,Elisabetha Pejcinoska,Aniko Bärkanyi",15451,de,Revanche,Ex-con Alex plans to flee to the South with his girl after a robbery. But something terrible happens and revenge seems inevitable.,9.537,/tANcPqCxoCFqSRvhYTJ5mFte7gR.jpg,['AT'],0,121,"['de', 'ru']",7.185,163,Art et Essai
Pyramide,tt9411900,2019.0,Drama,nm1888018,Jessica Palud,nm2671105|nm10314929|nm1253936|nm4442364|nm6385597,"Niels Schneider,Roman Coustère Hachez,Patrick d'Assumçao,Franck Falise,Jonathan Couzinié",nm2650819|nm0898653|nm1595165,"Adèle Exarchopoulos,Hélène Vincent,Catherine Salée",582922,fr,Revenir,"It is the farm on which Thomas was born. It is his family. His brother, who won’t be coming back, his mother, who is about to do the same thing, and his father, with whom nothing has ever been possible. He finds there everything from which he had fled twelve years earlier. But today there is Alex, his six-year-old nephew, and Mona, his passionate mother.",3.938,/7jbCj03IMtfxMHV37w5PGCluOH1.jpg,['FR'],0,77,['fr'],5.58,44,Art et Essai
Shellac,tt10415798,2019.0,Drama,nm0710639,Alain Raoust,nm5339596|nm0094782|nm7987911|nm5067473|nm1149997,"Yoann Zimmer,Jacques Bonnaffé,Carl Malapa,Paul Spera,Eberhard Meinzolt",nm2676618|nm5004074|nm0162947|nm0108460|nm1577425,"Salomé Richard,Estelle Meyer,Christine Citti,Aude Briant,Iliana Zabeth",597691,fr,Rêves de jeunesse,"Salome gets a summer job in a junkyard somewhere in the country side. Under a western sun, in this place out of the world, her teenage rebellion springs up. From unexpected encounters to shared sorrows, arise promises of a new life.",1.473,/iHSdy4DTDLH70f6tpDEZaq5jS3k.jpg,"['FR', 'PT']",0,92,['fr'],6.25,8,Art et Essai
LA STATION,tt0899095,2006.0,Drama,nm1137945,Laurent Salgues,nm0228025|nm0653468|nm2446716|nm2448231|nm0653732,"Makena Diop,Rasmané Ouédraogo,Joseph B. Tapsoba,Souleymane Souré,Adama Ouédraogo",nm2446776|nm14324551|nm14324552|nm14324553,"Fatou Tall-Salgues,Aïcha Ag Moulaye,Kadiatou Zerbo,Moda Sibératou",85087,fr,Rêves de poussière,"Nigerian farmer Mocktar comes to Essakane, a dusty gold mining camp in Burkina Faso, seeking work. Haunted by a tragedy-laden past, Mocktar stoically adapts to the horrid working conditions of his fellow miners. Enter the beautiful widow Coumba, who shares Mocktar's endurance but dreams of a better life.",0.6,/iwbyeFlMUpFCxMGMBwLBy9FvPri.jpg,"['BF', 'FR', 'CA']",0,82,['fr'],7.1,7,Art et Essai
Pathé,tt15329224,2022.0,Drama,nm1356951,Alice Winocour,nm0536095|nm0171499|nm10641642|nm0332658,"Benoît Magimel,Grégoire Colin,Amadou Mbow,Zakariya Gouram",nm1812637|nm0763022|nm5077698|nm2306816|nm5400953,"Virginie Efira,Maya Sansa,Nastya Golubeva Carax,Anne-Lise Heimburger,Sofia Lesaffre",915931,fr,Revoir Paris,"Three months after surviving a terrorist attack in a bistro, Mia is still traumatized and unable to recall the events of that night. In an effort to move forward, she investigates her memories and retraces her steps.",24.855,/zaNVTXH3woUs1LGUEeMMntDs3oM.jpg,['FR'],3492269,105,"['en', 'fr']",7.138,185,Art et Essai
